Survey year,Unitid,Institution name,Institution Size,Domestic violence,Dating violence,Stalking
2001,178420,University of Missouri-St Louis,17072,5,0,5
2002,178420,University of Missouri-St Louis,17072,5,0,5
2003,178420,University of Missouri-St Louis,17072,5,0,5
2004,178420,University of Missouri-St Louis,17072,5,0,5
2005,178420,University of Missouri-St Louis,17072,5,0,5
2006,178420,University of Missouri-St Louis,17072,5,0,5
2007,178420,University of Missouri-St Louis,17072,5,0,5
2008,178420,University of Missouri-St Louis,17072,5,0,5
2009,178420,University of Missouri-St Louis,17072,5,0,5
2010,178420,University of Missouri-St Louis,17072,5,0,5
2011,178420,University of Missouri-St Louis,17072,5,0,5
2012,178420,University of Missouri-St Louis,17072,5,0,5
2013,178420,University of Missouri-St Louis,17072,5,0,5
2014,178420,University of Missouri-St Louis,17072,5,0,5
2001,178721,Park University,10792,0,0,0
2002,178721,Park University,10792,0,0,0
2003,178721,Park University,10792,0,0,0
2004,178721,Park University,10792,0,0,0
2005,178721,Park University,10792,0,0,0
2006,178721,Park University,10792,0,0,0
2007,178721,Park University,10792,0,0,0
2008,178721,Park University,10792,0,0,0
2009,178721,Park University,10792,0,0,0
2010,178721,Park University,10792,0,0,0
2011,178721,Park University,10792,0,0,0
2012,178721,Park University,10792,0,0,0
2013,178721,Park University,10792,0,0,0
2014,178721,Park University,10792,0,0,0
2001,179159,Saint Louis University,17052,0,5,9
2002,179159,Saint Louis University,17052,0,5,9
2003,179159,Saint Louis University,17052,0,5,9
2004,179159,Saint Louis University,17052,0,5,9
2005,179159,Saint Louis University,17052,0,5,9
2006,179159,Saint Louis University,17052,0,5,9
2007,179159,Saint Louis University,17052,0,5,9
2008,179159,Saint Louis University,17052,0,5,9
2009,179159,Saint Louis University,17052,0,5,9
2010,179159,Saint Louis University,17052,0,5,9
2011,179159,Saint Louis University,17052,0,5,9
2012,179159,Saint Louis University,17052,0,5,9
2013,179159,Saint Louis University,17052,0,5,9
2014,179159,Saint Louis University,17052,0,5,9
2001,179557,Southeast Missouri State University,12087,2,0,3
2002,179557,Southeast Missouri State University,12087,2,0,3
2003,179557,Southeast Missouri State University,12087,2,0,3
2004,179557,Southeast Missouri State University,12087,2,0,3
2005,179557,Southeast Missouri State University,12087,2,0,3
2006,179557,Southeast Missouri State University,12087,2,0,3
2007,179557,Southeast Missouri State University,12087,2,0,3
2008,179557,Southeast Missouri State University,12087,2,0,3
2009,179557,Southeast Missouri State University,12087,2,0,3
2010,179557,Southeast Missouri State University,12087,2,0,3
2011,179557,Southeast Missouri State University,12087,2,0,3
2012,179557,Southeast Missouri State University,12087,2,0,3
2013,179557,Southeast Missouri State University,12087,2,0,3
2014,179557,Southeast Missouri State University,12087,2,0,3
2001,179566,Missouri State University-Springfield,21816,0,2,2
2002,179566,Missouri State University-Springfield,21816,0,2,2
2003,179566,Missouri State University-Springfield,21816,0,2,2
2004,179566,Missouri State University-Springfield,21816,0,2,2
2005,179566,Missouri State University-Springfield,21816,0,2,2
2006,179566,Missouri State University-Springfield,21816,0,2,2
2007,179566,Missouri State University-Springfield,21816,0,2,2
2008,179566,Missouri State University-Springfield,21816,0,2,2
2009,179566,Missouri State University-Springfield,21816,0,2,2
2010,179566,Missouri State University-Springfield,21816,0,2,2
2011,179566,Missouri State University-Springfield,21816,0,2,2
2012,179566,Missouri State University-Springfield,21816,0,2,2
2013,179566,Missouri State University-Springfield,21816,0,2,2
2014,179566,Missouri State University-Springfield,21816,0,2,2
2001,179867,Washington University in St Louis,14348,4,6,5
2002,179867,Washington University in St Louis,14348,4,6,5
2003,179867,Washington University in St Louis,14348,4,6,5
2004,179867,Washington University in St Louis,14348,4,6,5
2005,179867,Washington University in St Louis,14348,4,6,5
2006,179867,Washington University in St Louis,14348,4,6,5
2007,179867,Washington University in St Louis,14348,4,6,5
2008,179867,Washington University in St Louis,14348,4,6,5
2009,179867,Washington University in St Louis,14348,4,6,5
2010,179867,Washington University in St Louis,14348,4,6,5
2011,179867,Washington University in St Louis,14348,4,6,5
2012,179867,Washington University in St Louis,14348,4,6,5
2013,179867,Washington University in St Louis,14348,4,6,5
2014,179867,Washington University in St Louis,14348,4,6,5
2001,179894,Webster University,16769,0,2,0
2002,179894,Webster University,16769,0,2,0
2003,179894,Webster University,16769,0,2,0
2004,179894,Webster University,16769,0,2,0
2005,179894,Webster University,16769,0,2,0
2006,179894,Webster University,16769,0,2,0
2007,179894,Webster University,16769,0,2,0
2008,179894,Webster University,16769,0,2,0
2009,179894,Webster University,16769,0,2,0
2010,179894,Webster University,16769,0,2,0
2011,179894,Webster University,16769,0,2,0
2012,179894,Webster University,16769,0,2,0
2013,179894,Webster University,16769,0,2,0
2014,179894,Webster University,16769,0,2,0
2001,260901,Kaplan University-Davenport Campus,52018,0,0,0
2002,260901,Kaplan University-Davenport Campus,52018,0,0,0
2003,260901,Kaplan University-Davenport Campus,52018,0,0,0
2004,260901,Kaplan University-Davenport Campus,52018,0,0,0
2005,260901,Kaplan University-Davenport Campus,52018,0,0,0
2006,260901,Kaplan University-Davenport Campus,52018,0,0,0
2007,260901,Kaplan University-Davenport Campus,52018,0,0,0
2008,260901,Kaplan University-Davenport Campus,52018,0,0,0
2009,260901,Kaplan University-Davenport Campus,52018,0,0,0
2010,260901,Kaplan University-Davenport Campus,52018,0,0,0
2011,260901,Kaplan University-Davenport Campus,52018,0,0,0
2012,260901,Kaplan University-Davenport Campus,52018,0,0,0
2013,260901,Kaplan University-Davenport Campus,52018,0,0,0
2014,260901,Kaplan University-Davenport Campus,52018,0,0,0
