Survey year,Unitid,Institution name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Rape,Fondling,Sex offenses - Non-forcible,Incest,Statutory rape,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson
2007,160755,Tulane University of Louisiana,10125,0,0,5,0,0,0,0,0,1,29,77,7,0
2008,160755,Tulane University of Louisiana,10737,0,0,5,0,0,0,0,0,2,1,60,7,1
2009,160755,Tulane University of Louisiana,11464,0,0,4,0,0,0,0,0,1,1,64,15,2
2010,160755,Tulane University of Louisiana,12144,0,0,5,0,0,0,0,0,3,1,20,14,1
2011,160755,Tulane University of Louisiana,12845,0,0,3,0,0,0,0,0,0,2,20,2,1
2012,160755,Tulane University of Louisiana,12958,0,0,5,0,0,0,0,0,1,4,5,2,0
2013,160755,Tulane University of Louisiana,12938,0,0,7,0,0,0,0,0,0,8,10,0,0
2014,160755,Tulane University of Louisiana,12603,0,0,0,15,6,0,0,0,2,2,19,0,2
2014,169248,Central Michigan University,26879,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,426314,Embry-Riddle Aeronautical University-Worldwide,15225,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,426314,Embry-Riddle Aeronautical University-Worldwide,15249,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,426314,Embry-Riddle Aeronautical University-Worldwide,15488,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,15320,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,426314,Embry-Riddle Aeronautical University-Worldwide,15562,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,426314,Embry-Riddle Aeronautical University-Worldwide,14564,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,426314,Embry-Riddle Aeronautical University-Worldwide,14176,0,0,0,0,0,0,0,0,0,0,0,0,0
